Fase,Data,Horário,Mandante,Visitante,Mandante Placar,Visitante Placar
Grp.2,1972-12-10,,São Paulo,Palmeiras,2,0
Grp.2,1972-12-10,,Coritiba,America-RJ,2,1
Grp.1,1972-12-10,,Internacional,Cruzeiro,3,2
Grp.1,1972-12-10,,Flamengo,Vasco,1,1
Grp.3,1972-12-10,,Atlético Mineiro,Corinthians,0,0
Grp.3,1972-12-13,,Fluminense,Atlético Mineiro,2,3
Grp.2,1972-12-13,,São Paulo,Coritiba,2,0
Grp.2,1972-12-13,,Palmeiras,America-RJ,3,1
Grp.4,1972-12-13,,Botafogo,Santa Cruz,4,1
Grp.3,1972-12-14,,Corinthians,Ceará,1,0
Grp.4,1972-12-14,,Santos,Grêmio,0,1
Grp.1,1972-12-14,,Flamengo,Internacional,1,3
Grp.1,1972-12-14,,Vasco,Cruzeiro,3,1
Grp.2,1972-12-16,,Palmeiras,Coritiba,3,0
Grp.2,1972-12-16,,America-RJ,São Paulo,1,0
Grp.4,1972-12-16,20:00,Botafogo,Santos,2,1
Grp.4,1972-12-16,20:00,Santa Cruz,Grêmio,2,1
Grp.3,1972-12-17,,Ceará,Atlético Mineiro,1,1
Grp.1,1972-12-17,,Internacional,Vasco,1,1
Grp.3,1972-12-17,,Corinthians,Fluminense,0,0
Grp.1,1972-12-17,,Cruzeiro,Flamengo,1,1
SF,1972-12-20,,Botafogo,Corinthians,2,1
SF,1972-12-20,,Palmeiras,Internacional,1,1
F,1972-12-23,,Palmeiras,Botafogo,0,0
