Fase,Data,Horário,Mandante,Visitante,Mandante Placar,Visitante Placar
1F,1973-10-27,,Sport,Cruzeiro,0,3
1F,1973-10-31,,Remo,Santos,0,1
1F,1973-10-31,,Comercial-MS,Palmeiras,0,4
1F,1973-10-31,,Sergipe,Portuguesa,1,3
1F,1973-10-31,,Vitória,Flamengo,0,0
1F,1973-10-31,,Atlético Paranaense,América-RN,2,1
1F,1973-10-31,,Moto Club,Bahia,0,0
1F,1973-10-31,,Desportiva Ferroviária,Santa Cruz,0,0
1F,1973-10-31,,Náutico,Atlético Mineiro,3,1
1F,1973-10-31,,Goiás,Vasco,1,0
1F,1973-10-31,,CEUB,Corinthians,2,1
1F,1973-10-31,,America-RJ,São Paulo,0,0
1F,1973-10-31,,CRB,Botafogo,0,2
1F,1973-10-31,,Internacional,Guarani,2,1
1F,1973-10-31,,Fortaleza,Cruzeiro,0,0
1F,1973-10-31,,América Mineiro,Paysandu,2,0
1F,1973-10-31,,Figueirense,Sport,0,1
1F,1973-10-31,,Nacional-AM,Fluminense,0,0
1F,1973-11-01,,Ceará,Grêmio,0,0
1F,1973-11-01,,Rio Negro-AM,Olaria,0,0
1F,1973-11-03,,São Paulo,Coritiba,0,0
1F,1973-11-03,,Paysandu,CEUB,0,1
1F,1973-11-03,,Fluminense,Internacional,0,1
1F,1973-11-04,,Grêmio,Vitória,1,0
1F,1973-11-04,,Santos,Portuguesa,3,2
1F,1973-11-04,,Comercial-MS,Santa Cruz,0,0
1F,1973-11-04,,Ceará,Desportiva Ferroviária,0,0
1F,1973-11-04,,Atlético Paranaense,Flamengo,1,0
1F,1973-11-04,,Remo,Olaria,0,3
1F,1973-11-04,,Sergipe,Náutico,0,0
1F,1973-11-04,,Goiás,Palmeiras,0,1
1F,1973-11-04,,Cruzeiro,Corinthians,0,0
1F,1973-11-04,,Figueirense,America-RJ,1,1
1F,1973-11-04,,Vasco,Atlético Mineiro,2,0
1F,1973-11-04,,Bahia,Guarani,0,0
1F,1973-11-04,,Nacional-AM,América Mineiro,0,0
1F,1973-11-04,,Sport,Botafogo,1,0
1F,1973-11-04,,Moto Club,CRB,1,1
1F,1973-11-04,,Tiradentes-PI,Fortaleza,1,0
1F,1973-11-07,,América-RN,Olaria,0,2
1F,1973-11-07,,Santa Cruz,Portuguesa,0,4
1F,1973-11-07,,Vitória,Náutico,3,1
1F,1973-11-07,,Remo,Rio Negro-AM,1,0
1F,1973-11-07,,Tiradentes-PI,CEUB,2,1
1F,1973-11-07,,Coritiba,Guarani,0,0
1F,1973-11-10,,São Paulo,Coritiba,2,2
1F,1973-11-10,,América Mineiro,Vasco,0,0
1F,1973-11-10,,Santa Cruz,Remo,3,0
1F,1973-11-10,,Botafogo,Olaria,2,2
1F,1973-11-11,,Ceará,Fortaleza,0,0
1F,1973-11-11,,CRB,América-RN,0,3
1F,1973-11-11,,Rio Negro-AM,Tiradentes-PI,0,1
1F,1973-11-11,,Náutico,Sport,0,0
1F,1973-11-11,,Sergipe,Nacional-AM,2,1
1F,1973-11-11,,Comercial-MS,Moto Club,2,0
1F,1973-11-11,,Desportiva Ferroviária,CEUB,1,0
1F,1973-11-11,,Goiás,Paysandu,0,2
1F,1973-11-11,,Cruzeiro,Atlético Mineiro,0,0
1F,1973-11-11,,Fluminense,America-RJ,2,1
1F,1973-11-11,,Bahia,Vitória,0,1
1F,1973-11-11,,Palmeiras,Portuguesa,2,0
1F,1973-11-11,,Figueirense,Flamengo,0,1
1F,1973-11-11,,Guarani,Corinthians,1,0
1F,1973-11-11,,Atlético Paranaense,Santos,0,1
1F,1973-11-11,,Internacional,Grêmio,1,1
1F,1973-11-14,,América-RN,Fortaleza,0,0
1F,1973-11-14,,Sergipe,Rio Negro-AM,0,1
1F,1973-11-14,,Vitória,CRB,1,1
1F,1973-11-14,,Tiradentes-PI,Ceará,1,1
1F,1973-11-14,,Paysandu,Desportiva Ferroviária,0,2
1F,1973-11-14,,Comercial-MS,Remo,1,1
1F,1973-11-14,,Sport,CEUB,3,0
1F,1973-11-14,,Moto Club,Náutico,1,1
1F,1973-11-14,,Goiás,Santa Cruz,0,0
1F,1973-11-14,,Coritiba,Atlético Paranaense,2,1
1F,1973-11-14,,Figueirense,Fluminense,0,0
1F,1973-11-14,,Vasco,Olaria,1,1
1F,1973-11-14,,Nacional-AM,Bahia,2,1
1F,1973-11-14,,América Mineiro,Botafogo,1,0
1F,1973-11-14,,Flamengo,Cruzeiro,1,2
1F,1973-11-14,,São Paulo,Portuguesa,1,1
1F,1973-11-14,,Guarani,Santos,1,1
1F,1973-11-14,,Grêmio,Corinthians,0,0
1F,1973-11-15,,Palmeiras,Internacional,1,0
1F,1973-11-15,,Atlético Mineiro,America-RJ,2,3
1F,1973-11-17,,Náutico,CEUB,2,0
1F,1973-11-17,,Comercial-MS,Sport,1,0
1F,1973-11-17,,Remo,Paysandu,1,1
1F,1973-11-17,,Desportiva Ferroviária,Goiás,0,0
1F,1973-11-17,,Moto Club,Santa Cruz,1,1
1F,1973-11-17,,Cruzeiro,Olaria,2,0
1F,1973-11-17,,Flamengo,América Mineiro,1,1
1F,1973-11-17,,Portuguesa,Atlético Paranaense,0,0
1F,1973-11-17,,Grêmio,Guarani,1,0
1F,1973-11-18,,Ceará,Vitória,1,0
1F,1973-11-18,,Bahia,América-RN,2,1
1F,1973-11-18,,Nacional-AM,Rio Negro-AM,0,0
1F,1973-11-18,,Tiradentes-PI,CRB,2,0
1F,1973-11-18,,Internacional,São Paulo,1,2
1F,1973-11-18,,Sergipe,Fortaleza,1,1
1F,1973-11-18,,Botafogo,Fluminense,1,1
1F,1973-11-18,,Coritiba,Santos,1,2
1F,1973-11-18,,Atlético Mineiro,Vasco,2,1
1F,1973-11-18,,Figueirense,America-RJ,1,0
1F,1973-11-18,,Corinthians,Palmeiras,1,2
1F,1973-11-21,,Rio Negro-AM,Flamengo,1,2
1F,1973-11-24,,América Mineiro,Fluminense,1,0
1F,1973-11-24,,Corinthians,Santos,1,0
1F,1973-11-24,,Botafogo,Atlético Mineiro,2,1
1F,1973-11-25,,Ceará,Rio Negro-AM,2,1
1F,1973-11-25,,Vitória,Fortaleza,0,0
1F,1973-11-25,,Nacional-AM,América-RN,3,1
1F,1973-11-25,,CRB,Sergipe,2,1
1F,1973-11-25,,Santa Cruz,Sport,1,1
1F,1973-11-25,,CEUB,Comercial-MS,2,1
1F,1973-11-25,,Moto Club,Paysandu,0,0
1F,1973-11-25,,Remo,Goiás,2,0
1F,1973-11-25,,Internacional,Coritiba,1,0
1F,1973-11-25,,Cruzeiro,America-RJ,0,2
1F,1973-11-25,,Tiradentes-PI,Bahia,1,1
1F,1973-11-25,,Figueirense,Olaria,2,2
1F,1973-11-25,,Vasco,Flamengo,0,2
1F,1973-11-25,,Atlético Paranaense,Grêmio,2,0
1F,1973-11-25,,Guarani,Portuguesa,3,1
1F,1973-11-25,,Palmeiras,São Paulo,1,2
1F,1973-11-28,,CRB,Fortaleza,1,1
1F,1973-11-28,,América-RN,Tiradentes-PI,2,1
1F,1973-11-28,,Sergipe,Ceará,1,4
1F,1973-11-28,,Goiás,CEUB,3,0
1F,1973-11-28,,Bahia,Rio Negro-AM,1,0
1F,1973-11-28,,Moto Club,Desportiva Ferroviária,1,1
1F,1973-11-28,,Remo,Sport,4,1
1F,1973-11-28,,Santa Cruz,Comercial-MS,5,1
1F,1973-11-28,,Vasco,Cruzeiro,3,1
1F,1973-11-28,,Coritiba,Portuguesa,2,0
1F,1973-11-28,,América Mineiro,America-RJ,1,1
1F,1973-11-28,,Figueirense,Botafogo,0,0
1F,1973-11-28,,Guarani,Palmeiras,2,0
1F,1973-11-28,,São Paulo,Grêmio,0,0
1F,1973-11-28,,Internacional,Santos,0,2
1F,1973-11-29,,Paysandu,Náutico,0,0
1F,1973-11-29,,Atlético Paranaense,Corinthians,2,2
1F,1973-11-29,,Atlético Mineiro,Flamengo,2,1
1F,1973-11-29,,Fluminense,Olaria,1,2
1F,1973-12-01,,CEUB,Paysandu,3,1
1F,1973-12-01,,Rio Negro-AM,CRB,1,1
1F,1973-12-01,,Botafogo,America-RJ,2,1
1F,1973-12-01,,Coritiba,Guarani,1,0
1F,1973-12-01,,Santos,Portuguesa,0,0
1F,1973-12-02,,América-RN,Vitória,0,1
1F,1973-12-02,,Fortaleza,Bahia,2,1
1F,1973-12-02,,Sergipe,Tiradentes-PI,0,2
1F,1973-12-02,,Desportiva Ferroviária,Comercial-MS,0,3
1F,1973-12-02,,Goiás,Sport,0,0
1F,1973-12-02,,Santa Cruz,Náutico,2,1
1F,1973-12-02,,Remo,Moto Club,5,0
1F,1973-12-02,,Nacional-AM,Ceará,3,1
1F,1973-12-02,,Atlético Mineiro,Olaria,1,1
1F,1973-12-02,,Fluminense,Flamengo,2,1
1F,1973-12-02,,Internacional,Atlético Paranaense,0,0
1F,1973-12-02,,América Mineiro,Cruzeiro,2,2
1F,1973-12-02,,Figueirense,Vasco,0,0
1F,1973-12-02,,Corinthians,São Paulo,0,0
1F,1973-12-02,,Grêmio,Palmeiras,1,0
1F,1973-12-05,,Vitória,Nacional-AM,2,0
1F,1973-12-05,,Desportiva Ferroviária,Náutico,2,0
1F,1973-12-07,,America-RJ,Olaria,0,2
1F,1973-12-08,,América-RN,Rio Negro-AM,1,0
1F,1973-12-08,,Fortaleza,Nacional-AM,4,1
1F,1973-12-08,,Bahia,Sergipe,3,0
1F,1973-12-08,,Paysandu,Santa Cruz,2,0
1F,1973-12-08,,Náutico,Remo,0,0
1F,1973-12-08,,Comercial-MS,Goiás,1,1
1F,1973-12-08,,CEUB,Moto Club,1,0
1F,1973-12-08,,Desportiva Ferroviária,Sport,1,1
1F,1973-12-08,,Ceará,CRB,3,0
1F,1973-12-08,,Atlético Paranaense,São Paulo,0,0
1F,1973-12-08,,Atlético Mineiro,América Mineiro,1,2
1F,1973-12-08,,Vitória,Tiradentes-PI,0,0
1F,1973-12-08,,Flamengo,Botafogo,1,0
1F,1973-12-08,,Vasco,Fluminense,1,0
1F,1973-12-08,,Corinthians,Portuguesa,1,2
1F,1973-12-08,,Figueirense,Cruzeiro,0,3
1F,1973-12-08,,Grêmio,Coritiba,1,0
1F,1973-12-08,,Palmeiras,Santos,1,1
1F,1973-12-08,,Internacional,Guarani,1,1
1F,1973-12-12,,Rio Negro-AM,Fortaleza,0,0
1F,1973-12-12,,Tiradentes-PI,Nacional-AM,1,0
1F,1973-12-12,,Ceará,América-RN,1,0
1F,1973-12-12,,Moto Club,Goiás,0,2
1F,1973-12-12,,Sergipe,Vitória,0,1
1F,1973-12-12,,Remo,Desportiva Ferroviária,2,1
1F,1973-12-12,,Sport,Paysandu,0,0
1F,1973-12-12,,CEUB,Santa Cruz,2,2
1F,1973-12-12,,América Mineiro,Figueirense,4,0
1F,1973-12-12,,Flamengo,Olaria,2,1
1F,1973-12-12,,CRB,Bahia,3,2
1F,1973-12-12,,Coritiba,Corinthians,2,1
1F,1973-12-12,,Vasco,America-RJ,2,1
1F,1973-12-12,,Internacional,Portuguesa,1,0
1F,1973-12-12,,Guarani,São Paulo,0,0
1F,1973-12-12,,Santos,Grêmio,4,0
1F,1973-12-13,,Atlético Paranaense,Palmeiras,0,2
1F,1973-12-13,,Náutico,Comercial-MS,1,0
1F,1973-12-13,,Cruzeiro,Botafogo,2,1
1F,1973-12-13,,Fluminense,Atlético Mineiro,0,1
1F,1973-12-15,,Sport,Moto Club,2,1
1F,1973-12-15,,Corinthians,Internacional,2,2
1F,1973-12-15,,CEUB,Remo,0,0
1F,1973-12-15,,América Mineiro,Olaria,2,1
1F,1973-12-15,,Flamengo,America-RJ,3,2
1F,1973-12-16,,CRB,Nacional-AM,3,1
1F,1973-12-16,,Rio Negro-AM,Vitória,0,1
1F,1973-12-16,,América-RN,Sergipe,3,0
1F,1973-12-16,,Santa Cruz,Desportiva Ferroviária,1,0
1F,1973-12-16,,Comercial-MS,Paysandu,4,1
1F,1973-12-16,,Goiás,Náutico,2,0
1F,1973-12-16,,Fortaleza,Tiradentes-PI,3,0
1F,1973-12-16,,Bahia,Ceará,1,1
1F,1973-12-16,,Cruzeiro,Fluminense,1,1
1F,1973-12-16,,Vasco,Botafogo,1,0
1F,1973-12-16,,Figueirense,Atlético Mineiro,1,3
1F,1973-12-16,,Guarani,Atlético Paranaense,2,1
1F,1973-12-16,,Coritiba,Palmeiras,0,1
1F,1973-12-16,,Grêmio,Portuguesa,1,0
1F,1973-12-17,,Santos,São Paulo,1,0
Grp.1,1974-01-12,,Corinthians,Bahia,2,2
Grp.2,1974-01-12,,Cruzeiro,Fortaleza,1,0
Grp.2,1974-01-13,,Vitória,Botafogo,1,2
Grp.2,1974-01-13,,Goiás,São Paulo,2,2
Grp.2,1974-01-13,,Santa Cruz,Santos,1,1
Grp.2,1974-01-13,,Grêmio,Guarani,0,1
Grp.1,1974-01-13,,Vasco,América Mineiro,1,2
Grp.1,1974-01-13,,Ceará,Tiradentes-PI,0,2
Grp.1,1974-01-13,,Palmeiras,Coritiba,0,0
Grp.1,1974-01-13,,Atlético Mineiro,Internacional,0,0
Grp.2,1974-01-16,,Guarani,Vitória,1,1
Grp.1,1974-01-16,,Tiradentes-PI,Atlético Mineiro,0,0
Grp.2,1974-01-16,,Botafogo,Santa Cruz,4,1
Grp.2,1974-01-16,,Goiás,Cruzeiro,0,1
Grp.2,1974-01-16,,Fortaleza,Grêmio,0,1
Grp.1,1974-01-16,,América Mineiro,Ceará,4,1
Grp.1,1974-01-16,,Bahia,Palmeiras,0,0
Grp.1,1974-01-16,,Corinthians,Coritiba,1,0
Grp.1,1974-01-17,,Vasco,Internacional,1,2
Grp.2,1974-01-17,,Santos,São Paulo,1,2
Grp.1,1974-01-19,,Bahia,Ceará,2,1
Grp.2,1974-01-19,,Cruzeiro,Santa Cruz,0,0
Grp.1,1974-01-20,,Tiradentes-PI,América Mineiro,0,2
Grp.2,1974-01-20,,Botafogo,Santos,0,3
Grp.1,1974-01-20,,Atlético Mineiro,Corinthians,2,0
Grp.2,1974-01-20,,Guarani,Goiás,1,1
Grp.2,1974-01-20,,Vitória,Fortaleza,2,1
Grp.2,1974-01-20,,São Paulo,Grêmio,1,0
Grp.1,1974-01-20,,Coritiba,Vasco,0,0
Grp.1,1974-01-20,,Internacional,Palmeiras,0,0
Grp.1,1974-01-23,,Internacional,Tiradentes-PI,2,1
Grp.1,1974-01-23,,Coritiba,Ceará,4,2
Grp.2,1974-01-23,,São Paulo,Guarani,3,0
Grp.2,1974-01-23,,Grêmio,Goiás,1,0
Grp.2,1974-01-23,,Cruzeiro,Botafogo,1,1
Grp.2,1974-01-23,,Fortaleza,Santos,1,5
Grp.1,1974-01-23,,Bahia,Atlético Mineiro,0,0
Grp.1,1974-01-23,,Palmeiras,América Mineiro,3,1
Grp.1,1974-01-24,,Corinthians,Vasco,1,1
Grp.2,1974-01-24,,Vitória,Santa Cruz,2,1
Grp.2,1974-01-26,,Santa Cruz,São Paulo,0,2
Grp.1,1974-01-26,,Ceará,Internacional,1,1
Grp.1,1974-01-26,,Vasco,Tiradentes-PI,2,0
Grp.2,1974-01-26,,Cruzeiro,Vitória,6,1
Grp.1,1974-01-26,,Coritiba,Bahia,1,1
Grp.2,1974-01-26,,Grêmio,Santos,1,0
Grp.2,1974-01-26,,Goiás,Botafogo,2,0
Grp.2,1974-01-26,,Fortaleza,Guarani,1,2
Grp.1,1974-01-26,,América Mineiro,Atlético Mineiro,1,2
Grp.1,1974-01-26,,Palmeiras,Corinthians,0,0
Grp.2,1974-01-30,,Santa Cruz,Goiás,1,0
Grp.1,1974-01-30,,Vasco,Atlético Mineiro,1,1
Grp.2,1974-01-30,,Grêmio,Cruzeiro,1,1
Grp.1,1974-01-30,,Coritiba,Internacional,1,0
Grp.1,1974-01-30,,Palmeiras,Ceará,3,0
Grp.1,1974-01-30,,Tiradentes-PI,Bahia,0,0
Grp.1,1974-01-30,,América Mineiro,Corinthians,1,0
Grp.2,1974-01-31,,São Paulo,Fortaleza,1,0
Grp.2,1974-01-31,,Santos,Vitória,1,0
Grp.2,1974-01-31,,Botafogo,Guarani,2,1
Grp.1,1974-02-02,,Atlético Mineiro,Coritiba,2,1
Grp.2,1974-02-02,,Fortaleza,Santa Cruz,2,3
Grp.2,1974-02-03,,Botafogo,Grêmio,3,0
Grp.1,1974-02-03,,Internacional,América Mineiro,1,0
Grp.2,1974-02-03,,Cruzeiro,São Paulo,1,0
Grp.2,1974-02-03,,Santos,Guarani,2,0
Grp.2,1974-02-03,,Goiás,Vitória,1,2
Grp.1,1974-02-03,,Bahia,Vasco,1,2
Grp.1,1974-02-03,,Ceará,Corinthians,0,1
Grp.1,1974-02-03,,Tiradentes-PI,Palmeiras,0,5
Grp.2,1974-02-06,,Vitória,São Paulo,0,2
Grp.2,1974-02-06,,Botafogo,Fortaleza,6,1
Grp.2,1974-02-06,,Santa Cruz,Grêmio,0,1
Grp.2,1974-02-06,,Santos,Goiás,4,4
Grp.1,1974-02-06,,Corinthians,Tiradentes-PI,3,0
Grp.1,1974-02-06,,Internacional,Bahia,2,1
Grp.1,1974-02-06,,Ceará,Vasco,0,2
Grp.1,1974-02-06,,América Mineiro,Coritiba,0,1
Grp.1,1974-02-07,,Palmeiras,Atlético Mineiro,3,0
Grp.2,1974-02-07,,Guarani,Cruzeiro,1,2
Grp.2,1974-02-09,,São Paulo,Botafogo,0,0
Grp.2,1974-02-09,,Grêmio,Vitória,1,0
Grp.2,1974-02-10,,Fortaleza,Goiás,0,0
Grp.1,1974-02-10,,Atlético Mineiro,Ceará,2,0
Grp.2,1974-02-10,,Santa Cruz,Guarani,2,1
Grp.1,1974-02-10,,Bahia,América Mineiro,2,2
Grp.2,1974-02-10,,Santos,Cruzeiro,0,0
Grp.1,1974-02-10,,Coritiba,Tiradentes-PI,0,0
Grp.1,1974-02-10,,Vasco,Palmeiras,0,1
Grp.1,1974-02-10,,Internacional,Corinthians,0,0
Grp.A,1974-02-13,,Cruzeiro,Palmeiras,0,1
Grp.A,1974-02-13,,São Paulo,Internacional,4,1
Grp.A,1974-02-17,,Cruzeiro,São Paulo,1,0
Grp.A,1974-02-17,,Palmeiras,Internacional,2,1
Grp.A,1974-02-20,,Palmeiras,São Paulo,0,0
Grp.A,1974-02-20,,Internacional,Cruzeiro,1,0
Grp.B,1974-03-09,,Palmeiras,Santa Cruz,4,3
Grp.A,1974-03-09,,Bahia,Paysandu,2,1
Grp.B,1974-03-09,,Ceará,Rio Negro-AM,1,1
Grp.A,1974-03-09,,Vasco,Coritiba,2,0
Grp.B,1974-03-10,,Náutico,Atlético Mineiro,2,0
Grp.B,1974-03-10,,Cruzeiro,Guarani,0,0
Grp.B,1974-03-10,,Santos,Portuguesa,1,2
Grp.B,1974-03-10,,Nacional-AM,São Paulo,0,1
Grp.B,1974-03-10,,Operário-MS,CSA,3,2
Grp.B,1974-03-10,,Goiás,Sport,1,0
Grp.B,1974-03-10,,Fortaleza,América Mineiro,2,0
Grp.B,1974-03-10,,CEUB,Corinthians,1,2
Grp.A,1974-03-10,,Desportiva Ferroviária,Itabaiana,1,0
Grp.A,1974-03-10,,Fluminense,America-RJ,1,1
Grp.A,1974-03-10,,América-RN,Avaí,1,1
Grp.A,1974-03-10,,Atlético Paranaense,Internacional,1,0
Grp.A,1974-03-10,,Grêmio,Olaria,1,0
Grp.A,1974-03-10,,Remo,Botafogo,2,2
Grp.A,1974-03-10,,Sampaio Corrêa,Flamengo,1,2
Grp.A,1974-03-10,,Vitória,Tiradentes-PI,1,2
Grp.B,1974-03-13,,Cruzeiro,Náutico,1,0
Grp.B,1974-03-13,,Sport,Atlético Mineiro,1,0
Grp.B,1974-03-13,,Rio Negro-AM,São Paulo,2,4
Grp.B,1974-03-13,,Goiás,Corinthians,0,0
Grp.A,1974-03-13,,Grêmio,Atlético Paranaense,2,0
Grp.A,1974-03-13,,Avaí,Internacional,1,2
Grp.A,1974-03-13,,Fluminense,Itabaiana,2,1
Grp.B,1974-03-13,,Operário-MS,Palmeiras,1,0
Grp.A,1974-03-13,,Tiradentes-PI,America-RJ,0,1
Grp.A,1974-03-13,,Sampaio Corrêa,Bahia,2,2
Grp.A,1974-03-13,,América-RN,Flamengo,0,2
Grp.A,1974-03-13,,Vitória,Olaria,0,0
Grp.B,1974-03-13,,CEUB,Fortaleza,1,0
Grp.A,1974-03-13,,Paysandu,Botafogo,3,1
Grp.A,1974-03-13,,Desportiva Ferroviária,Vasco,0,0
Grp.B,1974-03-14,,Nacional-AM,Santa Cruz,1,1
Grp.A,1974-03-14,,Remo,Coritiba,2,3
Grp.A,1974-03-16,,Vitória,Atlético Paranaense,2,2
Grp.A,1974-03-16,,Coritiba,Grêmio,0,2
Grp.B,1974-03-16,,São Paulo,Guarani,1,1
Grp.A,1974-03-16,,Botafogo,Olaria,0,0
Grp.B,1974-03-16,,Atlético Mineiro,Rio Negro-AM,0,0
Grp.A,1974-03-17,,Flamengo,Vasco,1,1
Grp.A,1974-03-17,,Internacional,Paysandu,5,1
Grp.B,1974-03-17,,Santa Cruz,Cruzeiro,1,3
Grp.B,1974-03-17,,América Mineiro,Santos,0,2
Grp.B,1974-03-17,,CEUB,Portuguesa,0,0
Grp.B,1974-03-17,,Goiás,CSA,4,0
Grp.B,1974-03-17,,Operário-MS,Sport,1,1
Grp.B,1974-03-17,,Nacional-AM,Ceará,1,1
Grp.B,1974-03-17,,Fortaleza,Náutico,2,1
Grp.A,1974-03-17,,Tiradentes-PI,Fluminense,0,0
Grp.A,1974-03-17,,Sampaio Corrêa,America-RJ,1,0
Grp.A,1974-03-17,,Desportiva Ferroviária,Avaí,1,0
Grp.A,1974-03-17,,América-RN,Itabaiana,2,0
Grp.A,1974-03-17,,Bahia,Remo,1,1
Grp.B,1974-03-17,,Corinthians,Palmeiras,0,0
Grp.A,1974-03-20,,Sampaio Corrêa,Fluminense,3,1
Grp.A,1974-03-20,,Itabaiana,Internacional,1,2
Grp.A,1974-03-20,,Remo,Vasco,1,2
Grp.A,1974-03-20,,Bahia,Olaria,1,0
Grp.A,1974-03-20,,Coritiba,América-RN,0,1
Grp.A,1974-03-20,,Avaí,Grêmio,0,1
Grp.B,1974-03-20,,São Paulo,Náutico,1,1
Grp.B,1974-03-20,,Sport,Cruzeiro,0,0
Grp.B,1974-03-20,,Portuguesa,Fortaleza,2,1
Grp.B,1974-03-20,,Santa Cruz,Goiás,2,1
Grp.B,1974-03-20,,CSA,Atlético Mineiro,0,5
Grp.B,1974-03-20,,CEUB,Santos,1,3
Grp.B,1974-03-20,,Ceará,Guarani,0,1
Grp.B,1974-03-20,,América Mineiro,Rio Negro-AM,2,0
Grp.A,1974-03-20,,Botafogo,Atlético Paranaense,3,1
Grp.A,1974-03-20,,America-RJ,Vitória,1,2
Grp.A,1974-03-23,,Flamengo,Tiradentes-PI,4,0
Grp.A,1974-03-23,,Itabaiana,Remo,1,0
Grp.A,1974-03-23,,Atlético Paranaense,Desportiva Ferroviária,1,0
Grp.B,1974-03-23,,Corinthians,América Mineiro,3,1
Grp.B,1974-03-23,,Guarani,Santos,2,2
Grp.A,1974-03-23,,América-RN,America-RJ,1,3
Grp.A,1974-03-23,,Sampaio Corrêa,Avaí,1,0
Grp.A,1974-03-23,,Grêmio,Internacional,1,2
Grp.A,1974-03-23,,Fluminense,Olaria,2,3
Grp.A,1974-03-23,,Coritiba,Botafogo,3,2
Grp.A,1974-03-23,,Bahia,Vitória,1,1
Grp.A,1974-03-23,,Paysandu,Vasco,0,0
Grp.B,1974-03-23,,Cruzeiro,Atlético Mineiro,1,2
Grp.B,1974-03-23,,Náutico,Operário-MS,2,0
Grp.B,1974-03-23,,CSA,Nacional-AM,1,2
Grp.B,1974-03-23,,Goiás,Portuguesa,0,0
Grp.B,1974-03-23,,Santa Cruz,São Paulo,0,0
Grp.B,1974-03-23,,Rio Negro-AM,Palmeiras,0,4
Grp.B,1974-03-23,,Ceará,Fortaleza,1,1
Grp.B,1974-03-23,,CEUB,Sport,1,0
Grp.B,1974-03-27,,Portuguesa,Operário-MS,3,0
Grp.B,1974-03-27,,América Mineiro,Ceará,2,1
Grp.A,1974-03-27,,Tiradentes-PI,América-RN,3,0
Grp.A,1974-03-27,,America-RJ,Desportiva Ferroviária,2,0
Grp.B,1974-03-27,,Santa Cruz,CSA,3,0
Grp.B,1974-03-27,,Nacional-AM,Palmeiras,2,1
Grp.A,1974-03-30,,Itabaiana,America-RJ,1,3
Grp.B,1974-03-30,,CSA,Portuguesa,0,0
Grp.A,1974-03-30,,Internacional,Tiradentes-PI,2,0
Grp.A,1974-03-30,,Sampaio Corrêa,Coritiba,0,2
Grp.A,1974-03-30,,Paysandu,Grêmio,1,1
Grp.A,1974-03-30,,Avaí,Remo,3,0
Grp.A,1974-03-30,,Atlético Paranaense,Fluminense,3,0
Grp.B,1974-03-30,,Atlético Mineiro,América Mineiro,1,1
Grp.B,1974-03-30,,Guarani,Goiás,3,0
Grp.A,1974-03-30,,Bahia,Flamengo,0,2
Grp.A,1974-03-30,,Vasco,Botafogo,0,0
Grp.B,1974-03-30,,CEUB,Santa Cruz,1,1
Grp.B,1974-03-30,,Náutico,Santos,1,1
Grp.A,1974-03-30,,Desportiva Ferroviária,Vitória,1,1
Grp.B,1974-03-30,,Ceará,Corinthians,0,1
Grp.B,1974-03-30,,Operário-MS,Fortaleza,1,0
Grp.B,1974-03-31,,Rio Negro-AM,Cruzeiro,0,0
Grp.A,1974-04-03,,Vasco,Bahia,0,0
Grp.B,1974-04-03,,Náutico,Nacional-AM,0,0
Grp.B,1974-04-03,,Fortaleza,Guarani,3,0
Grp.B,1974-04-03,,Santa Cruz,América Mineiro,2,3
Grp.B,1974-04-03,,São Paulo,Ceará,2,0
Grp.B,1974-04-06,,CEUB,Atlético Mineiro,2,4
Grp.A,1974-04-06,,Coritiba,Tiradentes-PI,3,2
Grp.A,1974-04-06,,Grêmio,Remo,1,0
Grp.B,1974-04-06,,Rio Negro-AM,Náutico,2,1
Grp.A,1974-04-06,,Avaí,Fluminense,2,2
Grp.A,1974-04-06,,Vitória,América-RN,1,1
Grp.A,1974-04-06,,Sampaio Corrêa,Internacional,1,1
Grp.A,1974-04-06,,Paysandu,Atlético Paranaense,1,1
Grp.B,1974-04-06,,CSA,Guarani,0,1
Grp.A,1974-04-06,,Flamengo,America-RJ,2,1
Grp.B,1974-04-06,,Corinthians,Portuguesa,2,2
Grp.B,1974-04-06,,Operário-MS,São Paulo,0,2
Grp.B,1974-04-06,,Sport,Santos,1,1
Grp.B,1974-04-06,,Fortaleza,Goiás,2,1
Grp.A,1974-04-06,,Desportiva Ferroviária,Botafogo,2,3
Grp.B,1974-04-06,,Cruzeiro,Nacional-AM,3,0
Grp.B,1974-04-10,,Cruzeiro,Portuguesa,1,1
Grp.B,1974-04-10,,São Paulo,Sport,2,1
Grp.A,1974-04-10,,Olaria,América-RN,1,2
Grp.B,1974-04-10,,Ceará,CEUB,2,1
Grp.B,1974-04-13,,Santos,Cruzeiro,1,0
Grp.B,1974-04-13,,Guarani,Nacional-AM,2,1
Grp.A,1974-04-13,,Avaí,Atlético Paranaense,1,0
Grp.A,1974-04-13,,Remo,Olaria,2,2
Grp.B,1974-04-13,,Atlético Mineiro,Corinthians,2,1
Grp.A,1974-04-13,,Itabaiana,Botafogo,2,1
Grp.A,1974-04-13,,Desportiva Ferroviária,Paysandu,0,0
Grp.B,1974-04-13,,Operário-MS,Rio Negro-AM,1,1
Grp.A,1974-04-13,,Internacional,Flamengo,1,1
Grp.A,1974-04-13,,Vitória,Vasco,0,0
Grp.A,1974-04-13,,Fluminense,Grêmio,0,1
Grp.A,1974-04-13,,Coritiba,America-RJ,0,1
